ID,Title,Difficulty,Category,Topics,Company Count,Companies,Frequency,Acceptance Rate,LeetCode Link,Topic Categories
886,My Calendar I,MEDIUM,Array,"Array, Binary Search, Design, Ordered Set, Segment Tree, Tree",1,Uber,100.0,0.5814622694060329,https://leetcode.com/problems/my-calendar-i,"Array, Binary Search, Tree, Design"
887,Nested List Weight Sum II,MEDIUM,BFS,"BFS, Breadth-First Search, DFS, Depth-First Search, Stack",1,Linkedln,94.8,0.6557146449899617,https://leetcode.com/problems/nested-list-weight-sum-ii,"Stack, BFS, DFS"
888,Network Delay Time,MEDIUM,BFS,"BFS, Breadth-First Search, DFS, Depth-First Search, Graph, Heap (Priority Queue), Heap / Priority Queue, Queue, Shortest Path",1,Netflix,64.1,0.5744231558987412,https://leetcode.com/problems/network-delay-time,"Graph, Queue, Heap / Priority Queue, BFS, DFS"
889,Next Greater Element III,MEDIUM,Math,"Math, String, Two Pointers",1,Goldman Sachs,29.7,0.3458663140376646,https://leetcode.com/problems/next-greater-element-iii,"String, Math, Two Pointers"
890,Nth Highest Salary,MEDIUM,Database,Database,1,Atlassian,50.8,38.0%,https://leetcode.com/problems/nth-highest-salary,
891,Number of Divisible Substrings,MEDIUM,Counting,"Counting, Hash Table, Prefix Sum, String",1,IBM,57.7,0.734086999262718,https://leetcode.com/problems/number-of-divisible-substrings,"String, Hash Table, Prefix Sum"
892,Number of Equal Count Substrings,MEDIUM,Counting,"Counting, Hash Table, Sliding Window, String",1,Cisco,63.2,0.4466388150398784,https://leetcode.com/problems/number-of-equal-count-substrings,"String, Hash Table, Sliding Window"
893,Number of Good Binary Strings,MEDIUM,Dynamic Programming,Dynamic Programming,1,Citadel,77.4,0.5249371022643184,https://leetcode.com/problems/number-of-good-binary-strings,Dynamic Programming
894,Number of Good Leaf Nodes Pairs,MEDIUM,Binary Tree,"Binary Tree, DFS, Depth-First Search, Tree",1,ByteDance,63.6,0.7177471264367816,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs,"Tree, DFS"
895,Number of Longest Increasing Subsequence,MEDIUM,Array,"Array, Binary Indexed Tree, Dynamic Programming, Segment Tree, Tree",1,Intuit,49.0,0.4990921812139234,https://leetcode.com/problems/number-of-longest-increasing-subsequence,"Array, Tree, Dynamic Programming"
896,Number of Substrings With Fixed Ratio,MEDIUM,Hash Table,"Hash Table, Math, Prefix Sum, String",1,Intuit,86.8,0.5590675622283683,https://leetcode.com/problems/number-of-substrings-with-fixed-ratio,"String, Hash Table, Math, Prefix Sum"
897,Number of Wonderful Substrings,MEDIUM,Bit Manipulation,"Bit Manipulation, Hash Table, Prefix Sum, String",1,DEShaw,58.7,0.6664800055231243,https://leetcode.com/problems/number-of-wonderful-substrings,"String, Hash Table, Bit Manipulation, Prefix Sum"
898,Numbers With Same Consecutive Differences,MEDIUM,BFS,"BFS, Backtracking, Breadth-First Search",1,Flipkart,81.5,0.5874121948872566,https://leetcode.com/problems/numbers-with-same-consecutive-differences,"Backtracking, BFS"
899,Online Election,MEDIUM,Array,"Array, Binary Search, Design, Hash Table",1,Atlassian,53.2,51.8%,https://leetcode.com/problems/online-election,"Array, Binary Search, Hash Table, Design"
900,Online Stock Span,MEDIUM,Data Stream,"Data Stream, Design, Monotonic Stack, Stack",1,Microsoft,41.2,0.673753104661803,https://leetcode.com/problems/online-stock-span,"Stack, Design, Monotonic Stack"
901,Paint Fence,MEDIUM,Dynamic Programming,Dynamic Programming,1,Google,25.1,0.4774369661796149,https://leetcode.com/problems/paint-fence,Dynamic Programming
902,Parallel Courses,MEDIUM,Graph,"Graph, Topological Sort",1,Snowflake,49.9,0.6182187643703161,https://leetcode.com/problems/parallel-courses,Graph
903,Path With Maximum Minimum Value,MEDIUM,Array,"Array, BFS, Binary Search, Breadth-First Search, DFS, Depth-First Search, Heap (Priority Queue), Heap / Priority Queue, Matrix, Queue, Union Find",1,Google,30.8,0.5412731529408017,https://leetcode.com/problems/path-with-maximum-minimum-value,"Array, Binary Search, Queue, Heap / Priority Queue, BFS, DFS, Union Find, Matrix"
904,Path With Minimum Effort,MEDIUM,Array,"Array, BFS, Binary Search, Breadth-First Search, DFS, Depth-First Search, Heap (Priority Queue), Heap / Priority Queue, Matrix, Queue, Union Find",1,Snowflake,54.8,0.6141884181196978,https://leetcode.com/problems/path-with-minimum-effort,"Array, Binary Search, Queue, Heap / Priority Queue, BFS, DFS, Union Find, Matrix"
905,Path with Maximum Probability,MEDIUM,Array,"Array, Graph, Heap (Priority Queue), Heap / Priority Queue, Queue, Shortest Path",1,BlackRock,50.9,0.6529407064392282,https://leetcode.com/problems/path-with-maximum-probability,"Array, Graph, Queue, Heap / Priority Queue"
906,Peeking Iterator,MEDIUM,Array,"Array, Design, Iterator",1,Google,23.8,0.6034819530757167,https://leetcode.com/problems/peeking-iterator,"Array, Design"
907,Permutations III,MEDIUM,Array,"Array, Backtracking",1,Goldman Sachs,62.0,0.8570205479452055,https://leetcode.com/problems/permutations-iii,"Array, Backtracking"
908,Possible Bipartition,MEDIUM,BFS,"BFS, Breadth-First Search, DFS, Depth-First Search, Graph, Union Find",1,Linkedln,39.7,0.5150773648728767,https://leetcode.com/problems/possible-bipartition,"Graph, BFS, DFS, Union Find"
909,Pour Water,MEDIUM,Array,"Array, Simulation",1,Oracle,72.8,0.4789066150457245,https://leetcode.com/problems/pour-water,"Array, Simulation"
910,Product of Two Run-Length Encoded Arrays,MEDIUM,Array,"Array, Two Pointers",1,Meta,40.9,0.5940261418418568,https://leetcode.com/problems/product-of-two-run-length-encoded-arrays,"Array, Two Pointers"
911,Promise Pool,MEDIUM,Uncategorized,,1,Uber,41.1,0.7980061175937465,https://leetcode.com/problems/promise-pool,
912,Random Flip Matrix,MEDIUM,Hash Table,"Hash Table, Math, Randomized, Reservoir Sampling",1,Goldman Sachs,23.0,0.4354613508284968,https://leetcode.com/problems/random-flip-matrix,"Hash Table, Math"
913,Random Pick Index,MEDIUM,Hash Table,"Hash Table, Math, Randomized, Reservoir Sampling",1,Meta,40.9,0.6453914001449079,https://leetcode.com/problems/random-pick-index,"Hash Table, Math"
914,Range Addition,MEDIUM,Array,"Array, Prefix Sum",1,Salesforce,42.3,0.7234787757990669,https://leetcode.com/problems/range-addition,"Array, Prefix Sum"
915,Range Sum Query - Mutable,MEDIUM,Array,"Array, Binary Indexed Tree, Design, Segment Tree, Tree",1,Google,5.0,0.4170428564247957,https://leetcode.com/problems/range-sum-query-mutable,"Array, Tree, Design"
916,Reconstruct Original Digits from English,MEDIUM,Hash Table,"Hash Table, Math, String",1,Salesforce,51.4,0.5157334259339642,https://leetcode.com/problems/reconstruct-original-digits-from-english,"String, Hash Table, Math"
917,Rectangles Area,MEDIUM,Database,Database,1,Twitter,89.4,0.6868475237510385,https://leetcode.com/problems/rectangles-area,
918,Remove Adjacent Almost-Equal Characters,MEDIUM,Dynamic Programming,"Dynamic Programming, Greedy, String",1,Salesforce,55.7,0.5178165886206966,https://leetcode.com/problems/remove-adjacent-almost-equal-characters,"String, Dynamic Programming, Greedy"
919,Remove Colored Pieces if Both Neighbors are the Same Color,MEDIUM,Game Theory,"Game Theory, Greedy, Math, String",1,JP Morgan,89.4,0.6283917583136946,https://leetcode.com/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color,"String, Greedy, Math"
920,Remove Comments,MEDIUM,Array,"Array, String",1,Uber,50.4,0.3940719934954542,https://leetcode.com/problems/remove-comments,"Array, String"
921,Remove Sub-Folders from the Filesystem,MEDIUM,Array,"Array, DFS, Depth-First Search, String, Trie",1,Snowflake,64.2,0.7574624821995838,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem,"Array, String, Trie, DFS"
922,Remove Zero Sum Consecutive Nodes from Linked List,MEDIUM,Hash Table,"Hash Table, Linked List",1,ByteDance,100.0,0.5286406766600661,https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list,"Hash Table, Linked List"
923,Removing Minimum Number of Magic Beans,MEDIUM,Array,"Array, Enumeration, Greedy, Prefix Sum, Sorting",1,DEShaw,81.7,0.436300971680093,https://leetcode.com/problems/removing-minimum-number-of-magic-beans,"Array, Sorting, Greedy, Prefix Sum"
924,Reorder Data in Log Files,MEDIUM,Array,"Array, Sorting, String",1,Snap,57.8,0.5676451383756557,https://leetcode.com/problems/reorder-data-in-log-files,"Array, String, Sorting"
925,Report Spam Message,MEDIUM,Array,"Array, Hash Table, String",1,Salesforce,73.5,0.4758434844776858,https://leetcode.com/problems/report-spam-message,"Array, String, Hash Table"
926,Reverse Odd Levels of Binary Tree,MEDIUM,BFS,"BFS, Binary Tree, Breadth-First Search, DFS, Depth-First Search, Tree",1,JP Morgan,70.4,0.866394464658027,https://leetcode.com/problems/reverse-odd-levels-of-binary-tree,"Tree, BFS, DFS"
927,Reverse Words in a String II,MEDIUM,String,"String, Two Pointers",1,ServiceNow,62.1,0.5606506783257249,https://leetcode.com/problems/reverse-words-in-a-string-ii,"String, Two Pointers"
928,Score of Parentheses,MEDIUM,Stack,"Stack, String",1,Snap,69.1,0.6371908051071794,https://leetcode.com/problems/score-of-parentheses,"String, Stack"
929,Second Degree Follower,MEDIUM,Database,Database,1,Databricks,48.4,0.3999676139583839,https://leetcode.com/problems/second-degree-follower,
930,Separate Squares I,MEDIUM,Array,"Array, Binary Search",1,Google,30.8,0.3799335174867737,https://leetcode.com/problems/separate-squares-i,"Array, Binary Search"
931,Shortest Path in a Hidden Grid,MEDIUM,Array,"Array, BFS, Breadth-First Search, DFS, Depth-First Search, Interactive, Matrix",1,Meta,32.0,0.4426654301456549,https://leetcode.com/problems/shortest-path-in-a-hidden-grid,"Array, BFS, DFS, Matrix"
932,Shortest String That Contains Three Strings,MEDIUM,Enumeration,"Enumeration, Greedy, String",1,DEShaw,77.4,0.3074737385913552,https://leetcode.com/problems/shortest-string-that-contains-three-strings,"String, Greedy"
933,Shortest Subarray to be Removed to Make Array Sorted,MEDIUM,Array,"Array, Binary Search, Monotonic Stack, Stack, Two Pointers",1,DEShaw,49.0,0.514303641858321,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted,"Array, Binary Search, Stack, Two Pointers, Monotonic Stack"
934,Shortest Word Distance II,MEDIUM,Array,"Array, Design, Hash Table, String, Two Pointers",1,Linkedln,77.4,0.621334883686483,https://leetcode.com/problems/shortest-word-distance-ii,"Array, String, Hash Table, Two Pointers, Design"
935,Shortest and Lexicographically Smallest Beautiful String,MEDIUM,Sliding Window,"Sliding Window, String",1,IBM,57.7,0.3966286564204264,https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string,"String, Sliding Window"
936,Smallest Greater Multiple Made of Two Digits,MEDIUM,Enumeration,"Enumeration, Math",1,PayPal,73.4,0.4793917567026811,https://leetcode.com/problems/smallest-greater-multiple-made-of-two-digits,Math
937,Smallest String Starting From Leaf,MEDIUM,Backtracking,"Backtracking, Binary Tree, DFS, Depth-First Search, String, Tree",1,Google,10.5,0.608103369683369,https://leetcode.com/problems/smallest-string-starting-from-leaf,"String, Tree, Backtracking, DFS"
938,Smallest String With Swaps,MEDIUM,Array,"Array, BFS, Breadth-First Search, DFS, Depth-First Search, Hash Table, Sorting, String, Union Find",1,PayPal,62.3,0.5942555506596046,https://leetcode.com/problems/smallest-string-with-swaps,"Array, String, Hash Table, Sorting, BFS, DFS, Union Find"
939,Smallest Subsequence of Distinct Characters,MEDIUM,Greedy,"Greedy, Monotonic Stack, Stack, String",1,ByteDance,89.5,0.6196004562783298,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters,"String, Stack, Greedy, Monotonic Stack"
940,Smallest Subtree with all the Deepest Nodes,MEDIUM,BFS,"BFS, Binary Tree, Breadth-First Search, DFS, Depth-First Search, Hash Table, Tree",1,Salesforce,45.0,0.7247234518141739,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes,"Tree, Hash Table, BFS, DFS"
941,Sort Characters By Frequency,MEDIUM,Bucket Sort,"Bucket Sort, Counting, Hash Table, Heap (Priority Queue), Heap / Priority Queue, Queue, Sorting, String",1,NVIDIA,40.7,0.740805706977204,https://leetcode.com/problems/sort-characters-by-frequency,"String, Hash Table, Queue, Heap / Priority Queue, Sorting"
942,Sort Transformed Array,MEDIUM,Array,"Array, Math, Sorting, Two Pointers",1,Linkedln,73.2,0.5709273741238992,https://leetcode.com/problems/sort-transformed-array,"Array, Sorting, Math, Two Pointers"
943,Sort the Matrix Diagonally,MEDIUM,Array,"Array, Matrix, Sorting",1,Walmart,85.7,0.8297868426498654,https://leetcode.com/problems/sort-the-matrix-diagonally,"Array, Sorting, Matrix"
944,Sort the Students by Their Kth Score,MEDIUM,Array,"Array, Matrix, Sorting",1,IBM,71.7,0.8563725976646489,https://leetcode.com/problems/sort-the-students-by-their-kth-score,"Array, Sorting, Matrix"
945,Sparse Matrix Multiplication,MEDIUM,Array,"Array, Hash Table, Matrix",1,Linkedln,53.4,0.6892226639833767,https://leetcode.com/problems/sparse-matrix-multiplication,"Array, Hash Table, Matrix"
946,Steps to Make Array Non-decreasing,MEDIUM,Array,"Array, Linked List, Monotonic Stack, Stack",1,Morgan Stanley,53.5,0.2315229539016001,https://leetcode.com/problems/steps-to-make-array-non-decreasing,"Array, Linked List, Stack, Monotonic Stack"
947,Stock Price Fluctuation,MEDIUM,Data Stream,"Data Stream, Design, Hash Table, Heap (Priority Queue), Heap / Priority Queue, Ordered Set, Queue",1,Atlassian,100.0,48.2%,https://leetcode.com/problems/stock-price-fluctuation,"Hash Table, Queue, Heap / Priority Queue, Design"
948,Stone Game,MEDIUM,Array,"Array, Dynamic Programming, Game Theory, Math",1,Cisco,61.0,0.7160996447704545,https://leetcode.com/problems/stone-game,"Array, Dynamic Programming, Math"
949,String Compression III,MEDIUM,String,String,1,Qualcomm,100.0,0.6681506980036712,https://leetcode.com/problems/string-compression-iii,String
950,Strobogrammatic Number II,MEDIUM,Array,"Array, Recursion, String",1,Google,21.4,0.5320014507233087,https://leetcode.com/problems/strobogrammatic-number-ii,"Array, String, Recursion"
951,Subarray Sums Divisible by K,MEDIUM,Array,"Array, Hash Table, Prefix Sum",1,Citadel,38.9,0.5561771980621089,https://leetcode.com/problems/subarray-sums-divisible-by-k,"Array, Hash Table, Prefix Sum"
952,Successful Pairs of Spells and Potions,MEDIUM,Array,"Array, Binary Search, Sorting, Two Pointers",1,Goldman Sachs,45.6,0.4549736139149278,https://leetcode.com/problems/successful-pairs-of-spells-and-potions,"Array, Binary Search, Sorting, Two Pointers"
953,Sum of Nodes with Even-Valued Grandparent,MEDIUM,BFS,"BFS, Binary Tree, Breadth-First Search, DFS, Depth-First Search, Tree",1,Salesforce,56.5,0.8571720494417864,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent,"Tree, BFS, DFS"
954,Sum of Square Numbers,MEDIUM,Binary Search,"Binary Search, Math, Two Pointers",1,Linkedln,50.0,0.3650554406304044,https://leetcode.com/problems/sum-of-square-numbers,"Binary Search, Math, Two Pointers"
955,Sum of Subarray Ranges,MEDIUM,Array,"Array, Monotonic Stack, Stack",1,JP Morgan,38.2,0.6013128650832208,https://leetcode.com/problems/sum-of-subarray-ranges,"Array, Stack, Monotonic Stack"
956,Sum of Two Integers,MEDIUM,Bit Manipulation,"Bit Manipulation, Math",1,Bloomberg,54.5,0.5368178687075236,https://leetcode.com/problems/sum-of-two-integers,"Bit Manipulation, Math"
957,Suspicious Bank Accounts,MEDIUM,Database,Database,1,JP Morgan,70.4,0.4493060145406477,https://leetcode.com/problems/suspicious-bank-accounts,
958,Taking Maximum Energy From the Mystic Dungeon,MEDIUM,Array,"Array, Prefix Sum",1,IBM,71.7,0.4113351567966414,https://leetcode.com/problems/taking-maximum-energy-from-the-mystic-dungeon,"Array, Prefix Sum"
959,Task Scheduler II,MEDIUM,Array,"Array, Hash Table, Simulation",1,NVIDIA,67.4,0.5397256916203358,https://leetcode.com/problems/task-scheduler-ii,"Array, Hash Table, Simulation"
960,Ternary Expression Parser,MEDIUM,Recursion,"Recursion, Stack, String",1,Snap,82.5,0.619930945772121,https://leetcode.com/problems/ternary-expression-parser,"String, Stack, Recursion"
961,The Earliest Moment When Everyone Become Friends,MEDIUM,Array,"Array, Sorting, Union Find",1,Google,36.2,0.656983282716056,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends,"Array, Sorting, Union Find"
962,The Maze II,MEDIUM,Array,"Array, BFS, Breadth-First Search, DFS, Depth-First Search, Graph, Heap (Priority Queue), Heap / Priority Queue, Matrix, Queue, Shortest Path",1,Uber,88.8,0.5420150302104503,https://leetcode.com/problems/the-maze-ii,"Array, Graph, Queue, Heap / Priority Queue, BFS, DFS, Matrix"
963,The Time When the Network Becomes Idle,MEDIUM,Array,"Array, BFS, Breadth-First Search, Graph",1,Atlassian,60.5,53.7%,https://leetcode.com/problems/the-time-when-the-network-becomes-idle,"Array, Graph, BFS"
964,Throne Inheritance,MEDIUM,DFS,"DFS, Depth-First Search, Design, Hash Table, Tree",1,Snowflake,100.0,0.6509835499827448,https://leetcode.com/problems/throne-inheritance,"Tree, Hash Table, DFS, Design"
965,Total Cost to Hire K Workers,MEDIUM,Array,"Array, Heap (Priority Queue), Heap / Priority Queue, Queue, Simulation, Two Pointers",1,Zomato,100.0,0.4310689755842719,https://leetcode.com/problems/total-cost-to-hire-k-workers,"Array, Queue, Heap / Priority Queue, Two Pointers, Simulation"
966,Tree Node,MEDIUM,Database,Database,1,Twitter,89.4,0.7387169555898169,https://leetcode.com/problems/tree-node,
967,Tweet Counts Per Frequency,MEDIUM,Binary Search,"Binary Search, Design, Hash Table, Ordered Set, Sorting",1,Twitter,94.2,0.4527819680101729,https://leetcode.com/problems/tweet-counts-per-frequency,"Binary Search, Hash Table, Sorting, Design"
968,Ugly Number II,MEDIUM,Dynamic Programming,"Dynamic Programming, Hash Table, Heap (Priority Queue), Heap / Priority Queue, Math, Queue",1,Google,23.5,0.4925492738355708,https://leetcode.com/problems/ugly-number-ii,"Dynamic Programming, Hash Table, Queue, Heap / Priority Queue, Math"
969,Unique Word Abbreviation,MEDIUM,Array,"Array, Design, Hash Table, String",1,Google,22.3,0.2705393583975261,https://leetcode.com/problems/unique-word-abbreviation,"Array, String, Hash Table, Design"
970,Verify Preorder Sequence in Binary Search Tree,MEDIUM,Array,"Array, Binary Search, Binary Search Tree, Binary Tree, Monotonic Stack, Recursion, Stack, Tree",1,NVIDIA,47.7,0.5131875685225266,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree,"Array, Binary Search, Tree, Stack, Recursion, Monotonic Stack"
971,Vowels of All Substrings,MEDIUM,Combinatorics,"Combinatorics, Dynamic Programming, Math, String",1,ServiceNow,62.1,0.5470363931216854,https://leetcode.com/problems/vowels-of-all-substrings,"String, Dynamic Programming, Math"
972,Walking Robot Simulation,MEDIUM,Array,"Array, Hash Table, Simulation",1,Apple,38.9,0.5823045930701047,https://leetcode.com/problems/walking-robot-simulation,"Array, Hash Table, Simulation"
973,Water and Jug Problem,MEDIUM,BFS,"BFS, Breadth-First Search, DFS, Depth-First Search, Math",1,Uber,41.1,0.4308715749936997,https://leetcode.com/problems/water-and-jug-problem,"Math, BFS, DFS"
974,Ways to Make a Fair Array,MEDIUM,Array,"Array, Prefix Sum",1,NVIDIA,47.7,0.644989189340971,https://leetcode.com/problems/ways-to-make-a-fair-array,"Array, Prefix Sum"
975,Ways to Split Array Into Good Subarrays,MEDIUM,Array,"Array, Dynamic Programming, Math",1,Flipkart,61.9,0.3387961818897744,https://leetcode.com/problems/ways-to-split-array-into-good-subarrays,"Array, Dynamic Programming, Math"
976,Web Crawler Multithreaded,MEDIUM,BFS,"BFS, Breadth-First Search, Concurrency, DFS, Depth-First Search",1,Databricks,58.1,0.5009673573880699,https://leetcode.com/problems/web-crawler-multithreaded,"BFS, DFS"
977,Wiggle Sort,MEDIUM,Array,"Array, Greedy, Sorting",1,Google,27.5,0.6822006472491909,https://leetcode.com/problems/wiggle-sort,"Array, Sorting, Greedy"
978,Word Pattern II,MEDIUM,Backtracking,"Backtracking, Hash Table, String",1,Oracle,38.0,0.4860240848819029,https://leetcode.com/problems/word-pattern-ii,"String, Hash Table, Backtracking"
979,Zero Array Transformation I,MEDIUM,Array,"Array, Prefix Sum",1,Google,30.8,0.5440566780372605,https://leetcode.com/problems/zero-array-transformation-i,"Array, Prefix Sum"
980,Zigzag Iterator,MEDIUM,Array,"Array, Design, Iterator, Queue",1,Google,25.1,0.6575715893460048,https://leetcode.com/problems/zigzag-iterator,"Array, Queue, Design"
981,24 Game,HARD,Array,"Array, Backtracking, Math",1,Uber,60.1,0.50001136815779,https://leetcode.com/problems/24-game,"Array, Backtracking, Math"
982,Basic Calculator IV,HARD,Hash Table,"Hash Table, Math, Recursion, Stack, String",1,Intuit,86.8,0.4866033755274261,https://leetcode.com/problems/basic-calculator-iv,"String, Hash Table, Stack, Recursion, Math"
983,Best Meeting Point,HARD,Array,"Array, Math, Matrix, Sorting",1,Twitter,91.9,0.6125143892983315,https://leetcode.com/problems/best-meeting-point,"Array, Sorting, Math, Matrix"
984,Best Position for a Service Centre,HARD,Array,"Array, Geometry, Math, Randomized",1,Citadel,74.4,0.3487944380444229,https://leetcode.com/problems/best-position-for-a-service-centre,"Array, Math"
985,Bricks Falling When Hit,HARD,Array,"Array, Matrix, Union Find",1,Snap,97.7,0.3572389298699115,https://leetcode.com/problems/bricks-falling-when-hit,"Array, Union Find, Matrix"
986,Build Binary Expression Tree From Infix Expression,HARD,Binary Tree,"Binary Tree, Stack, String, Tree",1,Snap,57.8,0.624648629655657,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression,"String, Tree, Stack"
987,Cherry Pickup II,HARD,Array,"Array, Dynamic Programming, Matrix",1,Flipkart,73.5,0.7196542271599925,https://leetcode.com/problems/cherry-pickup-ii,"Array, Dynamic Programming, Matrix"
988,Collect Coins in a Tree,HARD,Array,"Array, Graph, Topological Sort, Tree",1,Uber,92.0,0.360585905388237,https://leetcode.com/problems/collect-coins-in-a-tree,"Array, Tree, Graph"
989,Concatenated Words,HARD,Array,"Array, DFS, Depth-First Search, Dynamic Programming, String, Trie",1,Amazon,64.0,49.44%,https://leetcode.com/problems/concatenated-words,"Array, String, Dynamic Programming, Trie, DFS"
990,Consecutive Numbers Sum,HARD,Enumeration,"Enumeration, Math",1,Citadel,38.9,0.420202765468534,https://leetcode.com/problems/consecutive-numbers-sum,Math
991,Count Array Pairs Divisible by K,HARD,Array,"Array, Math, Number Theory",1,PayPal,73.4,0.3014857343209011,https://leetcode.com/problems/count-array-pairs-divisible-by-k,"Array, Math"
992,Count Different Palindromic Subsequences,HARD,Dynamic Programming,"Dynamic Programming, String",1,Uber,41.1,0.46386912594509,https://leetcode.com/problems/count-different-palindromic-subsequences,"String, Dynamic Programming"
993,Count Good Triplets in an Array,HARD,Array,"Array, Binary Indexed Tree, Binary Search, Divide and Conquer, Merge Sort, Ordered Set, Segment Tree, Tree",1,Walmart,75.1,0.6598252920080578,https://leetcode.com/problems/count-good-triplets-in-an-array,"Array, Binary Search, Tree, Divide and Conquer"
994,Count Prefix and Suffix Pairs II,HARD,Array,"Array, Hash Function, Rolling Hash, String, String Matching, Trie",1,Uber,50.6,0.2720387820263219,https://leetcode.com/problems/count-prefix-and-suffix-pairs-ii,"Array, String, Trie"
995,Count Subarrays With Median K,HARD,Array,"Array, Hash Table, Prefix Sum",1,Salesforce,100.0,0.4553062885040102,https://leetcode.com/problems/count-subarrays-with-median-k,"Array, Hash Table, Prefix Sum"
996,Count Vowels Permutation,HARD,Dynamic Programming,Dynamic Programming,1,Atlassian,43.6,61.5%,https://leetcode.com/problems/count-vowels-permutation,Dynamic Programming
997,Count of Range Sum,HARD,Array,"Array, Binary Indexed Tree, Binary Search, Divide and Conquer, Merge Sort, Ordered Set, Segment Tree, Tree",1,Morgan Stanley,53.5,0.370513551074288,https://leetcode.com/problems/count-of-range-sum,"Array, Binary Search, Tree, Divide and Conquer"
998,Count the Number of Infection Sequences,HARD,Array,"Array, Combinatorics, Math",1,Salesforce,36.0,0.333877951147782,https://leetcode.com/problems/count-the-number-of-infection-sequences,"Array, Math"
999,Couples Holding Hands,HARD,BFS,"BFS, Breadth-First Search, DFS, Depth-First Search, Graph, Greedy, Union Find",1,Citadel,58.5,0.5839613387880093,https://leetcode.com/problems/couples-holding-hands,"Graph, Greedy, BFS, DFS, Union Find"
1000,Course Schedule III,HARD,Array,"Array, Greedy, Heap (Priority Queue), Heap / Priority Queue, Queue, Sorting",1,Flipkart,43.5,0.4067244024219053,https://leetcode.com/problems/course-schedule-iii,"Array, Queue, Heap / Priority Queue, Sorting, Greedy"
1001,Cut Off Trees for Golf Event,HARD,Array,"Array, BFS, Breadth-First Search, Heap (Priority Queue), Heap / Priority Queue, Matrix, Queue",1,Flipkart,53.1,0.3533426885924877,https://leetcode.com/problems/cut-off-trees-for-golf-event,"Array, Queue, Heap / Priority Queue, BFS, Matrix"
1002,Data Stream as Disjoint Intervals,HARD,Binary Search,"Binary Search, Design, Ordered Set",1,Databricks,40.7,0.5950108773030263,https://leetcode.com/problems/data-stream-as-disjoint-intervals,"Binary Search, Design"
1003,Delete Duplicate Folders in System,HARD,Array,"Array, Hash Function, Hash Table, String, Trie",1,NVIDIA,54.4,0.5378519731628718,https://leetcode.com/problems/delete-duplicate-folders-in-system,"Array, String, Hash Table, Trie"
1004,Design Excel Sum Formula,HARD,Array,"Array, Design, Graph, Hash Table, Matrix, String, Topological Sort",1,Citadel,47.5,0.4256816329246585,https://leetcode.com/problems/design-excel-sum-formula,"Array, String, Graph, Hash Table, Matrix, Design"
1005,Design Movie Rental System,HARD,Array,"Array, Design, Hash Table, Heap (Priority Queue), Heap / Priority Queue, Ordered Set, Queue",1,Flipkart,83.9,0.3550989216268999,https://leetcode.com/problems/design-movie-rental-system,"Array, Hash Table, Queue, Heap / Priority Queue, Design"
1006,Design Search Autocomplete System,HARD,DFS,"DFS, Data Stream, Depth-First Search, Design, Heap (Priority Queue), Heap / Priority Queue, Queue, Sorting, String, Trie",1,Citadel,53.7,0.4940635941634056,https://leetcode.com/problems/design-search-autocomplete-system,"String, Queue, Heap / Priority Queue, Sorting, Trie, DFS, Design"
1007,Design Skiplist,HARD,Design,"Design, Linked List",1,Twitter,89.4,0.5807262117036797,https://leetcode.com/problems/design-skiplist,"Linked List, Design"
1008,Earliest Possible Day of Full Bloom,HARD,Array,"Array, Greedy, Sorting",1,Visa,81.1,0.7113565236159574,https://leetcode.com/problems/earliest-possible-day-of-full-bloom,"Array, Sorting, Greedy"
1009,Escape the Spreading Fire,HARD,Array,"Array, BFS, Binary Search, Breadth-First Search, Matrix",1,Google,30.8,0.3628148569802192,https://leetcode.com/problems/escape-the-spreading-fire,"Array, Binary Search, BFS, Matrix"
1010,Find All Possible Stable Binary Arrays II,HARD,Dynamic Programming,"Dynamic Programming, Prefix Sum",1,IBM,37.4,0.2591881513987932,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-ii,"Dynamic Programming, Prefix Sum"
1011,Find Beautiful Indices in the Given Array II,HARD,Binary Search,"Binary Search, Hash Function, Rolling Hash, String, String Matching, Two Pointers",1,Palantir,96.2,0.264520327554728,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii,"String, Binary Search, Two Pointers"
1012,Find K-th Smallest Pair Distance,HARD,Array,"Array, Binary Search, Sorting, Two Pointers",1,Flipkart,60.0,0.4579239829015915,https://leetcode.com/problems/find-k-th-smallest-pair-distance,"Array, Binary Search, Sorting, Two Pointers"
