Title,Difficulty,Company Count,Companies,Frequency,Acceptance Rate,LeetCode Link,Topics,Topic Categories
Max Number of K-Sum Pairs,MEDIUM,1,DEShaw,79.6,0.5626723988820814,https://leetcode.com/problems/max-number-of-k-sum-pairs,"Array, Hash Table, Sorting, Two Pointers","Array, Hash Table, Sorting, Two Pointers"
Max Sum of a Pair With Equal Sum of Digits,MEDIUM,1,NVIDIA,56.6,0.6598415828310645,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits,"Array, Hash Table, Heap (Priority Queue), Sorting","Array, Hash Table, Queue, Heap / Priority Queue, Sorting"
Maximize Area of Square Hole in Grid,MEDIUM,1,Swiggy,100.0,0.3697566883188374,https://leetcode.com/problems/maximize-area-of-square-hole-in-grid,"Array, Sorting","Array, Sorting"
Maximize Total Tastiness of Purchased Fruits,MEDIUM,1,Linkedln,50.0,0.6449090909090909,https://leetcode.com/problems/maximize-total-tastiness-of-purchased-fruits,"Array, Dynamic Programming","Array, Dynamic Programming"
Maximum Candies Allocated to K Children,MEDIUM,1,Oracle,47.0,0.5008458390177354,https://leetcode.com/problems/maximum-candies-allocated-to-k-children,"Array, Binary Search","Array, Binary Search"
Maximum Coin Collection,MEDIUM,1,Uber,80.7,0.523860303918955,https://leetcode.com/problems/maximum-coin-collection,"Array, Dynamic Programming","Array, Dynamic Programming"
Maximum Difference Score in a Grid,MEDIUM,1,Intuit,86.8,0.46693822131704,https://leetcode.com/problems/maximum-difference-score-in-a-grid,"Array, Dynamic Programming, Matrix","Array, Dynamic Programming, Matrix"
Maximum Frequency After Subarray Operation,MEDIUM,1,Amazon,88.8,26.58%,https://leetcode.com/problems/maximum-frequency-after-subarray-operation,"Array, Dynamic Programming, Enumeration, Greedy, Hash Table, Prefix Sum","Array, Dynamic Programming, Hash Table, Greedy, Prefix Sum"
Maximum Good Subarray Sum,MEDIUM,1,Atlassian,36.0,20.3%,https://leetcode.com/problems/maximum-good-subarray-sum,"Array, Hash Table, Prefix Sum","Array, Hash Table, Prefix Sum"
Maximum Length of Pair Chain,MEDIUM,1,Swiggy,79.2,0.6087689786906313,https://leetcode.com/problems/maximum-length-of-pair-chain,"Array, Dynamic Programming, Greedy, Sorting","Array, Dynamic Programming, Sorting, Greedy"
Maximum Length of Repeated Subarray,MEDIUM,1,Citadel,74.4,0.5101333414238255,https://leetcode.com/problems/maximum-length-of-repeated-subarray,"Array, Binary Search, Dynamic Programming, Hash Function, Rolling Hash, Sliding Window","Array, Binary Search, Dynamic Programming, Sliding Window"
Maximum Number of Integers to Choose From a Range I,MEDIUM,1,PayPal,75.5,0.6791400643868877,https://leetcode.com/problems/maximum-number-of-integers-to-choose-from-a-range-i,"Array, Binary Search, Greedy, Hash Table, Sorting","Array, Binary Search, Hash Table, Sorting, Greedy"
Maximum Number of Integers to Choose From a Range II,MEDIUM,1,PayPal,73.4,0.3501022494887525,https://leetcode.com/problems/maximum-number-of-integers-to-choose-from-a-range-ii,"Array, Binary Search, Greedy, Sorting","Array, Binary Search, Sorting, Greedy"
Maximum Number of Points with Cost,MEDIUM,1,DEShaw,48.4,0.421347771439621,https://leetcode.com/problems/maximum-number-of-points-with-cost,"Array, Dynamic Programming, Matrix","Array, Dynamic Programming, Matrix"
Maximum Number of Removable Characters,MEDIUM,1,Snowflake,48.9,0.4575902828924332,https://leetcode.com/problems/maximum-number-of-removable-characters,"Array, Binary Search, String, Two Pointers","Array, String, Binary Search, Two Pointers"
Maximum Number of Upgradable Servers,MEDIUM,1,Snowflake,81.8,0.4095518482172064,https://leetcode.com/problems/maximum-number-of-upgradable-servers,"Array, Binary Search, Math","Array, Binary Search, Math"
Maximum OR,MEDIUM,1,DEShaw,48.4,0.4126409927902127,https://leetcode.com/problems/maximum-or,"Array, Bit Manipulation, Greedy, Prefix Sum","Array, Greedy, Bit Manipulation, Prefix Sum"
Maximum Points Tourist Can Earn,MEDIUM,1,DEShaw,92.0,0.461489743499525,https://leetcode.com/problems/maximum-points-tourist-can-earn,"Array, Dynamic Programming, Matrix","Array, Dynamic Programming, Matrix"
Maximum Profitable Triplets With Increasing Prices I,MEDIUM,1,IBM,73.9,0.5452064141931081,https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-i,"Array, Binary Indexed Tree, Segment Tree","Array, Tree"
Maximum Score From Removing Substrings,MEDIUM,1,Swiggy,58.0,0.6284543200185538,https://leetcode.com/problems/maximum-score-from-removing-substrings,"Greedy, Stack, String","String, Stack, Greedy"
Maximum Size Subarray Sum Equals k,MEDIUM,1,Palantir,78.7,0.5060333232817832,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k,"Array, Hash Table, Prefix Sum","Array, Hash Table, Prefix Sum"
Maximum Square Area by Removing Fences From a Field,MEDIUM,1,Atlassian,66.3,24.1%,https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field,"Array, Enumeration, Hash Table","Array, Hash Table"
Maximum Subsequence Score,MEDIUM,1,DEShaw,81.7,0.5425202702418993,https://leetcode.com/problems/maximum-subsequence-score,"Array, Greedy, Heap (Priority Queue), Sorting","Array, Queue, Heap / Priority Queue, Sorting, Greedy"
Maximum Subtree of the Same Color,MEDIUM,1,BlackRock,73.5,0.5692307692307692,https://leetcode.com/problems/maximum-subtree-of-the-same-color,"Array, Depth-First Search, Dynamic Programming, Tree","Array, Tree, Dynamic Programming, DFS"
Maximum Sum Circular Subarray,MEDIUM,1,Flipkart,43.5,0.4766973516813795,https://leetcode.com/problems/maximum-sum-circular-subarray,"Array, Divide and Conquer, Dynamic Programming, Monotonic Queue, Queue","Array, Dynamic Programming, Queue, Divide and Conquer"
Maximum Sum Obtained of Any Permutation,MEDIUM,1,PayPal,73.4,0.393747339545003,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation,"Array, Greedy, Prefix Sum, Sorting","Array, Sorting, Greedy, Prefix Sum"
Maximum Swap,MEDIUM,1,Meta,65.7,0.5184838353958446,https://leetcode.com/problems/maximum-swap,"Greedy, Math","Greedy, Math"
Maximum Total Damage With Spell Casting,MEDIUM,1,Citadel,76.4,0.2774327122153209,https://leetcode.com/problems/maximum-total-damage-with-spell-casting,"Array, Binary Search, Counting, Dynamic Programming, Hash Table, Sorting, Two Pointers","Array, Binary Search, Dynamic Programming, Hash Table, Sorting, Two Pointers"
Maximum Value at a Given Index in a Bounded Array,MEDIUM,1,ByteDance,53.7,0.3885428476781023,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array,"Binary Search, Greedy, Math","Binary Search, Greedy, Math"
Maximum Width of Binary Tree,MEDIUM,1,Flipkart,58.7,0.4412945133765235,https://leetcode.com/problems/maximum-width-of-binary-tree,"Binary Tree, Breadth-First Search, Depth-First Search, Tree","Tree, BFS, DFS"
Maximum XOR of Two Numbers in an Array,MEDIUM,1,Goldman Sachs,30.2,0.5322093775396812,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,"Array, Bit Manipulation, Hash Table, Trie","Array, Hash Table, Bit Manipulation, Trie"
Median of a Row Wise Sorted Matrix,MEDIUM,1,DEShaw,77.4,0.697513421870585,https://leetcode.com/problems/median-of-a-row-wise-sorted-matrix,"Array, Binary Search, Matrix","Array, Binary Search, Matrix"
Memoize,MEDIUM,1,Microsoft,47.2,0.6398660382039196,https://leetcode.com/problems/memoize,,
Minimize Connected Groups by Inserting Interval,MEDIUM,1,DEShaw,89.6,0.5035282258064516,https://leetcode.com/problems/minimize-connected-groups-by-inserting-interval,"Array, Binary Search, Sliding Window, Sorting","Array, Binary Search, Sorting, Sliding Window"
Minimize Result by Adding Parentheses to Expression,MEDIUM,1,Snap,57.8,0.6753303483673693,https://leetcode.com/problems/minimize-result-by-adding-parentheses-to-expression,"Enumeration, String",String
Minimize the Maximum of Two Arrays,MEDIUM,1,Goldman Sachs,58.7,0.3122726245041415,https://leetcode.com/problems/minimize-the-maximum-of-two-arrays,"Binary Search, Math, Number Theory","Binary Search, Math"
Minimum Absolute Difference Between Elements With Constraint,MEDIUM,1,Databricks,64.5,0.3406636948984646,https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint,"Array, Binary Search, Ordered Set","Array, Binary Search"
Minimum Array Length After Pair Removals,MEDIUM,1,Snowflake,78.0,0.2521432931954311,https://leetcode.com/problems/minimum-array-length-after-pair-removals,"Array, Binary Search, Counting, Greedy, Hash Table, Two Pointers","Array, Binary Search, Hash Table, Greedy, Two Pointers"
Minimum Cost Homecoming of a Robot in a Grid,MEDIUM,1,Goldman Sachs,47.2,0.5116018634653288,https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid,"Array, Greedy","Array, Greedy"
Minimum Cost to Connect Sticks,MEDIUM,1,JP Morgan,46.4,0.7116745797510586,https://leetcode.com/problems/minimum-cost-to-connect-sticks,"Array, Greedy, Heap (Priority Queue)","Array, Queue, Heap / Priority Queue, Greedy"
Minimum Cost to Convert String I,MEDIUM,1,Atlassian,36.0,57.6%,https://leetcode.com/problems/minimum-cost-to-convert-string-i,"Array, Graph, Shortest Path, String","Array, String, Graph"
Minimum Cost to Reach City With Discounts,MEDIUM,1,Flipkart,81.5,0.5989514378011969,https://leetcode.com/problems/minimum-cost-to-reach-city-with-discounts,"Graph, Heap (Priority Queue), Shortest Path","Graph, Queue, Heap / Priority Queue"
Minimum Deletions to Make String K-Special,MEDIUM,1,DEShaw,77.4,0.4473010725379491,https://leetcode.com/problems/minimum-deletions-to-make-string-k-special,"Counting, Greedy, Hash Table, Sorting, String","String, Hash Table, Sorting, Greedy"
Minimum Elements to Add to Form a Given Sum,MEDIUM,1,Twitter,89.4,0.443350542994481,https://leetcode.com/problems/minimum-elements-to-add-to-form-a-given-sum,"Array, Greedy","Array, Greedy"
Minimum Genetic Mutation,MEDIUM,1,Twitter,89.4,0.5548542323412008,https://leetcode.com/problems/minimum-genetic-mutation,"Breadth-First Search, Hash Table, String","String, Hash Table, BFS"
Minimum Height Trees,MEDIUM,1,Citadel,47.5,0.4201441291148571,https://leetcode.com/problems/minimum-height-trees,"Breadth-First Search, Depth-First Search, Graph, Topological Sort","Graph, BFS, DFS"
Minimum Increment to Make Array Unique,MEDIUM,1,PayPal,46.7,0.603327781549441,https://leetcode.com/problems/minimum-increment-to-make-array-unique,"Array, Counting, Greedy, Sorting","Array, Sorting, Greedy"
Minimum Insertions to Balance a Parentheses String,MEDIUM,1,JP Morgan,38.2,0.5317558366441577,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string,"Greedy, Stack, String","String, Stack, Greedy"
Minimum Length of String After Operations,MEDIUM,1,IBM,71.7,0.7491674510951677,https://leetcode.com/problems/minimum-length-of-string-after-operations,"Counting, Hash Table, String","String, Hash Table"
Minimum Levels to Gain More Points,MEDIUM,1,IBM,71.7,0.3911266875166984,https://leetcode.com/problems/minimum-levels-to-gain-more-points,"Array, Prefix Sum","Array, Prefix Sum"
Minimum Non-Zero Product of the Array Elements,MEDIUM,1,PayPal,73.4,0.3633183019748095,https://leetcode.com/problems/minimum-non-zero-product-of-the-array-elements,"Greedy, Math, Recursion","Greedy, Recursion, Math"
Minimum Number of Coins to be Added,MEDIUM,1,Flipkart,83.9,0.5669380799091082,https://leetcode.com/problems/minimum-number-of-coins-to-be-added,"Array, Greedy, Sorting","Array, Sorting, Greedy"
Minimum Number of Days to Make m Bouquets,MEDIUM,1,Flipkart,43.5,0.5546586206278776,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets,"Array, Binary Search","Array, Binary Search"
Minimum Number of Flips to Make the Binary String Alternating,MEDIUM,1,IBM,37.4,0.4050971932716079,https://leetcode.com/problems/minimum-number-of-flips-to-make-the-binary-string-alternating,"Dynamic Programming, Sliding Window, String","String, Dynamic Programming, Sliding Window"
Minimum Number of Keypresses,MEDIUM,1,Snap,77.2,0.7126692341287172,https://leetcode.com/problems/minimum-number-of-keypresses,"Counting, Greedy, Hash Table, Sorting, String","String, Hash Table, Sorting, Greedy"
Minimum Number of Lines to Cover Points,MEDIUM,1,Morgan Stanley,87.5,0.42784942488672,https://leetcode.com/problems/minimum-number-of-lines-to-cover-points,"Array, Backtracking, Bit Manipulation, Bitmask, Dynamic Programming, Geometry, Hash Table, Math","Array, Dynamic Programming, Hash Table, Backtracking, Bit Manipulation, Math"
Minimum Number of Pushes to Type Word II,MEDIUM,1,DEShaw,58.7,0.79904918551877,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii,"Counting, Greedy, Hash Table, Sorting, String","String, Hash Table, Sorting, Greedy"
Minimum Number of Steps to Make Two Strings Anagram,MEDIUM,1,Twitter,89.4,0.8215204393310427,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram,"Counting, Hash Table, String","String, Hash Table"
Minimum Number of Swaps to Make the String Balanced,MEDIUM,1,PayPal,46.7,0.7796926022806927,https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-string-balanced,"Greedy, Stack, String, Two Pointers","String, Stack, Greedy, Two Pointers"
Minimum Number of Work Sessions to Finish the Tasks,MEDIUM,1,Swiggy,80.5,0.3374703973335672,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks,"Array, Backtracking, Bit Manipulation, Bitmask, Dynamic Programming","Array, Dynamic Programming, Backtracking, Bit Manipulation"
Minimum Operations to Make Array Equal II,MEDIUM,1,Walmart,75.1,0.3244469082296024,https://leetcode.com/problems/minimum-operations-to-make-array-equal-ii,"Array, Greedy, Math","Array, Greedy, Math"
Minimum Operations to Make Median of Array Equal to K,MEDIUM,1,IBM,75.9,0.4668790233814748,https://leetcode.com/problems/minimum-operations-to-make-median-of-array-equal-to-k,"Array, Greedy, Sorting","Array, Sorting, Greedy"
Minimum Operations to Reduce X to Zero,MEDIUM,1,Morgan Stanley,100.0,0.400636924671409,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero,"Array, Binary Search, Hash Table, Prefix Sum, Sliding Window","Array, Binary Search, Hash Table, Sliding Window, Prefix Sum"
Minimum Penalty for a Shop,MEDIUM,1,Stripe,100.0,0.6759443878546194,https://leetcode.com/problems/minimum-penalty-for-a-shop,"Prefix Sum, String","String, Prefix Sum"
Minimum Sideway Jumps,MEDIUM,1,Oracle,55.7,0.5083339022558591,https://leetcode.com/problems/minimum-sideway-jumps,"Array, Dynamic Programming, Greedy","Array, Dynamic Programming, Greedy"
Minimum Size Subarray in Infinite Array,MEDIUM,1,DEShaw,87.0,0.3120843874856566,https://leetcode.com/problems/minimum-size-subarray-in-infinite-array,"Array, Hash Table, Prefix Sum, Sliding Window","Array, Hash Table, Sliding Window, Prefix Sum"
Minimum Swaps to Group All 1's Together II,MEDIUM,1,IBM,55.4,0.6551706619353931,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii,"Array, Sliding Window","Array, Sliding Window"
Minimum Swaps to Make Strings Equal,MEDIUM,1,JP Morgan,74.3,0.6470896696381752,https://leetcode.com/problems/minimum-swaps-to-make-strings-equal,"Greedy, Math, String","String, Greedy, Math"
Minimum Time to Repair Cars,MEDIUM,1,Deolite,87.9,0.5991672990715053,https://leetcode.com/problems/minimum-time-to-repair-cars,"Array, Binary Search","Array, Binary Search"
Minimum Time to Visit All Houses,MEDIUM,1,Salesforce,87.7,0.7034883720930233,https://leetcode.com/problems/minimum-time-to-visit-all-houses,"Array, Prefix Sum","Array, Prefix Sum"
Movie Rating,MEDIUM,1,Snap,57.8,0.4151400608871544,https://leetcode.com/problems/movie-rating,Database,
My Calendar I,MEDIUM,1,Uber,100.0,0.5814622694060329,https://leetcode.com/problems/my-calendar-i,"Array, Binary Search, Design, Ordered Set, Segment Tree","Array, Binary Search, Tree, Design"
Nested List Weight Sum II,MEDIUM,1,Linkedln,94.8,0.6557146449899617,https://leetcode.com/problems/nested-list-weight-sum-ii,"Breadth-First Search, Depth-First Search, Stack","Stack, BFS, DFS"
Network Delay Time,MEDIUM,1,Netflix,64.1,0.5744231558987412,https://leetcode.com/problems/network-delay-time,"Breadth-First Search, Depth-First Search, Graph, Heap (Priority Queue), Shortest Path","Graph, Queue, Heap / Priority Queue, BFS, DFS"
Next Greater Element III,MEDIUM,1,Goldman Sachs,29.7,0.3458663140376646,https://leetcode.com/problems/next-greater-element-iii,"Math, String, Two Pointers","String, Math, Two Pointers"
Nth Highest Salary,MEDIUM,1,Atlassian,50.8,38.0%,https://leetcode.com/problems/nth-highest-salary,Database,
Number of Divisible Substrings,MEDIUM,1,IBM,57.7,0.734086999262718,https://leetcode.com/problems/number-of-divisible-substrings,"Counting, Hash Table, Prefix Sum, String","String, Hash Table, Prefix Sum"
Number of Equal Count Substrings,MEDIUM,1,Cisco,63.2,0.4466388150398784,https://leetcode.com/problems/number-of-equal-count-substrings,"Counting, Hash Table, Sliding Window, String","String, Hash Table, Sliding Window"
Number of Good Binary Strings,MEDIUM,1,Citadel,77.4,0.5249371022643184,https://leetcode.com/problems/number-of-good-binary-strings,Dynamic Programming,Dynamic Programming
Number of Good Leaf Nodes Pairs,MEDIUM,1,ByteDance,63.6,0.7177471264367816,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs,"Binary Tree, Depth-First Search, Tree","Tree, DFS"
Number of Longest Increasing Subsequence,MEDIUM,1,Intuit,49.0,0.4990921812139234,https://leetcode.com/problems/number-of-longest-increasing-subsequence,"Array, Binary Indexed Tree, Dynamic Programming, Segment Tree","Array, Tree, Dynamic Programming"
Number of Substrings With Fixed Ratio,MEDIUM,1,Intuit,86.8,0.5590675622283683,https://leetcode.com/problems/number-of-substrings-with-fixed-ratio,"Hash Table, Math, Prefix Sum, String","String, Hash Table, Math, Prefix Sum"
Number of Wonderful Substrings,MEDIUM,1,DEShaw,58.7,0.6664800055231243,https://leetcode.com/problems/number-of-wonderful-substrings,"Bit Manipulation, Hash Table, Prefix Sum, String","String, Hash Table, Bit Manipulation, Prefix Sum"
Numbers With Same Consecutive Differences,MEDIUM,1,Flipkart,81.5,0.5874121948872566,https://leetcode.com/problems/numbers-with-same-consecutive-differences,"Backtracking, Breadth-First Search","Backtracking, BFS"
Online Election,MEDIUM,1,Atlassian,53.2,51.8%,https://leetcode.com/problems/online-election,"Array, Binary Search, Design, Hash Table","Array, Binary Search, Hash Table, Design"
Online Stock Span,MEDIUM,1,Microsoft,41.2,0.673753104661803,https://leetcode.com/problems/online-stock-span,"Data Stream, Design, Monotonic Stack, Stack","Stack, Design, Monotonic Stack"
Paint Fence,MEDIUM,1,Google,25.1,0.4774369661796149,https://leetcode.com/problems/paint-fence,Dynamic Programming,Dynamic Programming
Parallel Courses,MEDIUM,1,Snowflake,49.9,0.6182187643703161,https://leetcode.com/problems/parallel-courses,"Graph, Topological Sort",Graph
Path With Maximum Minimum Value,MEDIUM,1,Google,30.8,0.5412731529408017,https://leetcode.com/problems/path-with-maximum-minimum-value,"Array, Binary Search, Breadth-First Search, Depth-First Search, Heap (Priority Queue), Matrix, Union Find","Array, Binary Search, Queue, Heap / Priority Queue, BFS, DFS, Union Find, Matrix"
Path With Minimum Effort,MEDIUM,1,Snowflake,54.8,0.6141884181196978,https://leetcode.com/problems/path-with-minimum-effort,"Array, Binary Search, Breadth-First Search, Depth-First Search, Heap (Priority Queue), Matrix, Union Find","Array, Binary Search, Queue, Heap / Priority Queue, BFS, DFS, Union Find, Matrix"
Path with Maximum Probability,MEDIUM,1,BlackRock,50.9,0.6529407064392282,https://leetcode.com/problems/path-with-maximum-probability,"Array, Graph, Heap (Priority Queue), Shortest Path","Array, Graph, Queue, Heap / Priority Queue"
Peeking Iterator,MEDIUM,1,Google,23.8,0.6034819530757167,https://leetcode.com/problems/peeking-iterator,"Array, Design, Iterator","Array, Design"
Permutations III,MEDIUM,1,Goldman Sachs,62.0,0.8570205479452055,https://leetcode.com/problems/permutations-iii,"Array, Backtracking","Array, Backtracking"
Possible Bipartition,MEDIUM,1,Linkedln,39.7,0.5150773648728767,https://leetcode.com/problems/possible-bipartition,"Breadth-First Search, Depth-First Search, Graph, Union Find","Graph, BFS, DFS, Union Find"
Pour Water,MEDIUM,1,Oracle,72.8,0.4789066150457245,https://leetcode.com/problems/pour-water,"Array, Simulation","Array, Simulation"
Product of Two Run-Length Encoded Arrays,MEDIUM,1,Meta,40.9,0.5940261418418568,https://leetcode.com/problems/product-of-two-run-length-encoded-arrays,"Array, Two Pointers","Array, Two Pointers"
Promise Pool,MEDIUM,1,Uber,41.1,0.7980061175937465,https://leetcode.com/problems/promise-pool,,
Random Flip Matrix,MEDIUM,1,Goldman Sachs,23.0,0.4354613508284968,https://leetcode.com/problems/random-flip-matrix,"Hash Table, Math, Randomized, Reservoir Sampling","Hash Table, Math"
Random Pick Index,MEDIUM,1,Meta,40.9,0.6453914001449079,https://leetcode.com/problems/random-pick-index,"Hash Table, Math, Randomized, Reservoir Sampling","Hash Table, Math"
Range Addition,MEDIUM,1,Salesforce,42.3,0.7234787757990669,https://leetcode.com/problems/range-addition,"Array, Prefix Sum","Array, Prefix Sum"
Range Sum Query - Mutable,MEDIUM,1,Google,5.0,0.4170428564247957,https://leetcode.com/problems/range-sum-query-mutable,"Array, Binary Indexed Tree, Design, Segment Tree","Array, Tree, Design"
Reconstruct Original Digits from English,MEDIUM,1,Salesforce,51.4,0.5157334259339642,https://leetcode.com/problems/reconstruct-original-digits-from-english,"Hash Table, Math, String","String, Hash Table, Math"
Rectangles Area,MEDIUM,1,Twitter,89.4,0.6868475237510385,https://leetcode.com/problems/rectangles-area,Database,
Remove Adjacent Almost-Equal Characters,MEDIUM,1,Salesforce,55.7,0.5178165886206966,https://leetcode.com/problems/remove-adjacent-almost-equal-characters,"Dynamic Programming, Greedy, String","String, Dynamic Programming, Greedy"
Remove Colored Pieces if Both Neighbors are the Same Color,MEDIUM,1,JP Morgan,89.4,0.6283917583136946,https://leetcode.com/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color,"Game Theory, Greedy, Math, String","String, Greedy, Math"
Remove Comments,MEDIUM,1,Uber,50.4,0.3940719934954542,https://leetcode.com/problems/remove-comments,"Array, String","Array, String"
Remove Sub-Folders from the Filesystem,MEDIUM,1,Snowflake,64.2,0.7574624821995838,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem,"Array, Depth-First Search, String, Trie","Array, String, Trie, DFS"
Remove Zero Sum Consecutive Nodes from Linked List,MEDIUM,1,ByteDance,100.0,0.5286406766600661,https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list,"Hash Table, Linked List","Hash Table, Linked List"
Removing Minimum Number of Magic Beans,MEDIUM,1,DEShaw,81.7,0.436300971680093,https://leetcode.com/problems/removing-minimum-number-of-magic-beans,"Array, Enumeration, Greedy, Prefix Sum, Sorting","Array, Sorting, Greedy, Prefix Sum"
Reorder Data in Log Files,MEDIUM,1,Snap,57.8,0.5676451383756557,https://leetcode.com/problems/reorder-data-in-log-files,"Array, Sorting, String","Array, String, Sorting"
Report Spam Message,MEDIUM,1,Salesforce,73.5,0.4758434844776858,https://leetcode.com/problems/report-spam-message,"Array, Hash Table, String","Array, String, Hash Table"
Reverse Odd Levels of Binary Tree,MEDIUM,1,JP Morgan,70.4,0.866394464658027,https://leetcode.com/problems/reverse-odd-levels-of-binary-tree,"Binary Tree, Breadth-First Search, Depth-First Search, Tree","Tree, BFS, DFS"
Reverse Words in a String II,MEDIUM,1,ServiceNow,62.1,0.5606506783257249,https://leetcode.com/problems/reverse-words-in-a-string-ii,"String, Two Pointers","String, Two Pointers"
Score of Parentheses,MEDIUM,1,Snap,69.1,0.6371908051071794,https://leetcode.com/problems/score-of-parentheses,"Stack, String","String, Stack"
Second Degree Follower,MEDIUM,1,Databricks,48.4,0.3999676139583839,https://leetcode.com/problems/second-degree-follower,Database,
Separate Squares I,MEDIUM,1,Google,30.8,0.3799335174867737,https://leetcode.com/problems/separate-squares-i,"Array, Binary Search","Array, Binary Search"
Shortest Path in a Hidden Grid,MEDIUM,1,Meta,32.0,0.4426654301456549,https://leetcode.com/problems/shortest-path-in-a-hidden-grid,"Array, Breadth-First Search, Depth-First Search, Interactive, Matrix","Array, BFS, DFS, Matrix"
Shortest String That Contains Three Strings,MEDIUM,1,DEShaw,77.4,0.3074737385913552,https://leetcode.com/problems/shortest-string-that-contains-three-strings,"Enumeration, Greedy, String","String, Greedy"
Shortest Subarray to be Removed to Make Array Sorted,MEDIUM,1,DEShaw,49.0,0.514303641858321,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted,"Array, Binary Search, Monotonic Stack, Stack, Two Pointers","Array, Binary Search, Stack, Two Pointers, Monotonic Stack"
Shortest Word Distance II,MEDIUM,1,Linkedln,77.4,0.621334883686483,https://leetcode.com/problems/shortest-word-distance-ii,"Array, Design, Hash Table, String, Two Pointers","Array, String, Hash Table, Two Pointers, Design"
Shortest and Lexicographically Smallest Beautiful String,MEDIUM,1,IBM,57.7,0.3966286564204264,https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string,"Sliding Window, String","String, Sliding Window"
Smallest Greater Multiple Made of Two Digits,MEDIUM,1,PayPal,73.4,0.4793917567026811,https://leetcode.com/problems/smallest-greater-multiple-made-of-two-digits,"Enumeration, Math",Math
Smallest String Starting From Leaf,MEDIUM,1,Google,10.5,0.608103369683369,https://leetcode.com/problems/smallest-string-starting-from-leaf,"Backtracking, Binary Tree, Depth-First Search, String, Tree","String, Tree, Backtracking, DFS"
Smallest String With Swaps,MEDIUM,1,PayPal,62.3,0.5942555506596046,https://leetcode.com/problems/smallest-string-with-swaps,"Array, Breadth-First Search, Depth-First Search, Hash Table, Sorting, String, Union Find","Array, String, Hash Table, Sorting, BFS, DFS, Union Find"
Smallest Subsequence of Distinct Characters,MEDIUM,1,ByteDance,89.5,0.6196004562783298,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters,"Greedy, Monotonic Stack, Stack, String","String, Stack, Greedy, Monotonic Stack"
Smallest Subtree with all the Deepest Nodes,MEDIUM,1,Salesforce,45.0,0.7247234518141739,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes,"Binary Tree, Breadth-First Search, Depth-First Search, Hash Table, Tree","Tree, Hash Table, BFS, DFS"
Sort Characters By Frequency,MEDIUM,1,NVIDIA,40.7,0.740805706977204,https://leetcode.com/problems/sort-characters-by-frequency,"Bucket Sort, Counting, Hash Table, Heap (Priority Queue), Sorting, String","String, Hash Table, Queue, Heap / Priority Queue, Sorting"
Sort Transformed Array,MEDIUM,1,Linkedln,73.2,0.5709273741238992,https://leetcode.com/problems/sort-transformed-array,"Array, Math, Sorting, Two Pointers","Array, Sorting, Math, Two Pointers"
Sort the Matrix Diagonally,MEDIUM,1,Walmart,85.7,0.8297868426498654,https://leetcode.com/problems/sort-the-matrix-diagonally,"Array, Matrix, Sorting","Array, Sorting, Matrix"
Sort the Students by Their Kth Score,MEDIUM,1,IBM,71.7,0.8563725976646489,https://leetcode.com/problems/sort-the-students-by-their-kth-score,"Array, Matrix, Sorting","Array, Sorting, Matrix"
Sparse Matrix Multiplication,MEDIUM,1,Linkedln,53.4,0.6892226639833767,https://leetcode.com/problems/sparse-matrix-multiplication,"Array, Hash Table, Matrix","Array, Hash Table, Matrix"
Steps to Make Array Non-decreasing,MEDIUM,1,Morgan Stanley,53.5,0.2315229539016001,https://leetcode.com/problems/steps-to-make-array-non-decreasing,"Array, Linked List, Monotonic Stack, Stack","Array, Linked List, Stack, Monotonic Stack"
Stock Price Fluctuation,MEDIUM,1,Atlassian,100.0,48.2%,https://leetcode.com/problems/stock-price-fluctuation,"Data Stream, Design, Hash Table, Heap (Priority Queue), Ordered Set","Hash Table, Queue, Heap / Priority Queue, Design"
